"2025-01-10T22:38:58Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":1095.0,"y":124.0,"z":-43.0},"createdAt":1736548738502,"expireAt":1736549338502,"owner":{"name":"naran_jita","op":false,"id":"8ac2dd1d-3199-3ad6-8a2b-ee26a1fc7051","entity-id":128,"location":{"world":"world","x":1095.2731397736984,"y":124.0,"z":-42.32861668899949,"yaw":23.636597,"pitch":80.849976}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[{"v":3700,"type":"DIAMOND_PICKAXE","meta":{"meta-type":"UNSPECIFIC","Damage":1}},{"v":3700,"type":"DIAMOND_AXE","meta":{"meta-type":"UNSPECIFIC","Damage":38}},{"v":3700,"type":"COOKED_PORKCHOP","amount":7},{"v":3700,"type":"DIRT"},{"v":3700,"type":"COOKED_MUTTON","amount":12},{"v":3700,"type":"DIAMOND_CHESTPLATE","meta":{"meta-type":"ARMOR","Damage":17}},{"v":3700,"type":"SHIELD","meta":{"meta-type":"TILE_ENTITY","Damage":64,"blockMaterial":"SHIELD"}}]}}}"
"2025-01-10T22:39:34Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":1095.0,"y":124.0,"z":-43.0},"createdAt":1736548738502,"expireAt":1736549338502,"owner":{"name":"naran_jita","op":false,"id":"8ac2dd1d-3199-3ad6-8a2b-ee26a1fc7051","entity-id":128,"location":{"world":"world","x":1095.7454540977858,"y":125.0,"z":-43.16167393292911,"yaw":15.150045,"pitch":68.25001}},"isProtected":false,"inventory":{"type":"CHEST","size":9,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"naran_jita","op":false,"id":"8ac2dd1d-3199-3ad6-8a2b-ee26a1fc7051","entity-id":128,"location":{"world":"world","x":1095.7454540977858,"y":125.0,"z":-43.16167393292911,"yaw":15.150045,"pitch":68.25001}}}}"
